P_NAME,P_STATUS,P_MASS,P_RADIUS,P_YEAR,P_PERIOD,P_SEMI_MAJOR_AXIS,P_ANGULAR_DISTANCE,P_DETECTION,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_METALLICITY,S_MASS,S_RADIUS,S_AGE,S_TEMPERATURE,S_LOG_G,S_ALT_NAMES,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_TEMP_EQUIL,P_TYPE,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
Kepler-80 b,3.0,6.9286505,2.66798,2012,7.05246,0.0648,181,Transit,Kepler-80,296.11256,39.978779,14804,357.0,0.04,0.73,0.68,2.0,4540.0,4.64,",",0.0648,0.0648,0.0648,0.064800002,41.916004,648.24605,Neptunian,K,19.740839,19 44 27.0191,+39 58 43.6044,1.132736,0.21775286,0.36155202,0,0,Hot,0,0.25308782,Cygnus,Cyg,Swan
Kepler-80 c,3.0,6.7411319,2.73524,2012,9.52355,0.0792,222,Transit,Kepler-80,296.11256,39.978779,14804,357.0,0.04,0.73,0.68,2.0,4540.0,4.64,",",0.0792,0.0792,0.0792,0.079200002,28.059474,586.36061,Neptunian,K,19.740839,19 44 27.0191,+39 58 43.6044,1.132736,0.21775286,0.36155202,0,0,Hot,0,0.26416604,Cygnus,Cyg,Swan
Kepler-80 d,3.0,6.7506668,1.52456,2014,3.07222,0.0372,104,Transit,Kepler-80,296.11256,39.978779,14804,357.0,0.04,0.73,0.68,2.0,4540.0,4.64,",",0.0372,0.0372,0.0372,0.037200001,127.18737,855.57071,Superterran,K,19.740839,19 44 27.0191,+39 58 43.6044,1.132736,0.21775286,0.36155202,0,0,Hot,0,0.28858847,Cygnus,Cyg,Swan
Kepler-80 e,3.0,4.1285858,1.60303,2014,4.64489,0.0491,138,Transit,Kepler-80,296.11256,39.978779,14804,357.0,0.04,0.73,0.68,2.0,4540.0,4.64,",",0.0491,0.0491,0.0491,0.049100001,73.007403,744.70905,Superterran,K,19.740839,19 44 27.0191,+39 58 43.6044,1.132736,0.21775286,0.36155202,0,0,Hot,0,0.29276944,Cygnus,Cyg,Swan
Kepler-80 f,3.0,,1.21068,2016,0.9867873,0.0175,49,Transit,Kepler-80,296.11256,39.978779,14804,357.0,0.04,0.73,0.68,2.0,4540.0,4.64,",",0.0175,0.0175,0.0175,0.0175,574.71666,1247.4075,Terran,K,19.740839,19 44 27.0191,+39 58 43.6044,1.132736,0.21775286,0.36155202,0,0,Hot,0,0.29213474,Cygnus,Cyg,Swan
Kepler-80 g,3.0,,1.13221,2017,14.64558,,,Transit,Kepler-80,296.11256,39.978779,14804,357.0,0.04,0.73,0.68,2.0,4540.0,4.64,",",0.10546011,0.10546011,0.10546011,0.10546012,15.825353,508.13986,Terran,K,19.740839,19 44 27.0191,+39 58 43.6044,1.132736,0.21775286,0.36155202,0,0,Hot,0,0.37540496,Cygnus,Cyg,Swan
Kepler-800 b,3.0,,2.84734,2016,14.13176,,,Transit,Kepler-800,286.57482,44.795204,15762,1049.0,-0.09,0.85,0.82,4.68,5315.0,4.55,",",0.10833781,0.10833781,0.10833781,0.10833781,40.960886,644.52126,Neptunian,G,19.104989,19 06 17.9611,+44 47 42.7344,1.8720976,0.86743573,0.43826702,0,0,Hot,0,0.24584523,Lyra,Lyr,Lyre
Kepler-801 b,3.0,,1.99538,2016,11.419283,,,Transit,Kepler-801,286.07524,44.664639,15314,419.0,-0.17,0.67,0.63,3.55,4435.0,4.66,",",0.086821451,0.086821451,0.086821451,0.086821453,18.251147,526.58375,Superterran,K,19.071684,19 04 18.0619,+44 39 52.7004,1.0014653,0.17668735,0.38662313,0,0,Hot,0,0.3241894,Lyra,Lyr,Lyre
Kepler-802 b,3.0,,3.54236,2016,40.058747,,,Transit,Kepler-802,286.01585,45.007767,14862,828.0,0.06,0.93,0.9,4.68,5507.0,4.5,",",0.22359845,0.22359845,0.22359845,0.22359846,13.350465,486.98883,Neptunian,G,19.067725,19 04 03.8088,+45 00 27.9612,2.2058743,1.2431207,0.45160644,0,0,Hot,0,0.27406914,Lyra,Lyr,Lyre
Kepler-803 b,3.0,,3.78898,2016,50.286382,,,Transit,Kepler-803,299.22161,44.693874,13672,615.0,0.02,1.05,1.12,4.9,5919.0,4.36,",",0.27093988,0.27093988,0.27093988,0.27093989,18.791965,530.44206,Neptunian,G,19.948108,19 56 53.1889,+44 41 37.9464,3.1711939,2.6271368,0.47386426,0,0,Hot,0,0.24261332,Cygnus,Cyg,Swan
Kepler-804 b,3.0,,1.93933,2016,14.374574,,,Transit,Kepler-804,293.37227,44.785137,13749,648.0,0.0,1.01,1.05,5.25,5817.0,4.4,",",0.11605931,0.11605931,0.11605931,0.11605932,83.966007,771.20668,Superterran,G,19.558152,19 33 29.3485,+44 47 06.4932,2.8714121,2.1764866,0.47317869,0,0,Hot,0,0.27350045,Cygnus,Cyg,Swan
Kepler-804 c,3.0,,1.14342,2016,9.6518502,,,Transit,Kepler-804,293.37227,44.785137,13749,648.0,0.0,1.01,1.05,5.25,5817.0,4.4,",",0.088993249,0.088993249,0.088993249,0.088993252,142.80696,880.70863,Terran,G,19.558152,19 33 29.3485,+44 47 06.4932,2.8714121,2.1764866,0.47317869,0,0,Hot,0,0.30112394,Cygnus,Cyg,Swan
Kepler-805 b,3.0,,2.89218,2016,30.863893,,,Transit,Kepler-805,293.22994,45.053314,12547,657.0,-0.06,1.19,1.65,4.27,6112.0,4.08,",",0.20401356,0.20401356,0.20401356,0.20401356,81.784662,766.14836,Neptunian,F,19.548664,19 32 55.1905,+45 03 11.9304,4.9814839,3.8159499,0.48284952,0,0,Hot,0,0.22908934,Cygnus,Cyg,Swan
Kepler-806 b,3.0,,1.14342,2016,8.0921964,,,Transit,Kepler-806,296.00704,44.853443,11731,260.0,0.0,0.99,1.16,7.76,5770.0,4.3,",",0.078601753,0.078601753,0.078601753,0.078601755,216.29347,977.02519,Terran,G,19.733804,19 44 01.6940,+44 51 12.3948,3.1211721,1.9943118,0.50166468,0,0,Hot,0,0.29780573,Cygnus,Cyg,Swan
Kepler-807 b,3.0,,10.4253,2016,117.93109,,,Transit,Kepler-807,289.02017,48.119812,15128,1312.0,-0.04,1.04,1.06,3.72,5965.0,4.41,",",0.47673046,0.47673046,0.47673046,0.47673047,5.6078498,392.0523,Jovian,G,19.268012,19 16 04.8449,+48 07 11.3232,3.0481396,2.8341236,0.45115569,0,0,Hot,0,0.23619015,Cygnus,Cyg,Swan
Kepler-808 b,3.0,,1.4573,2016,0.63133235,,,Transit,Kepler-808,291.59409,48.445614,14285,321.0,0.05,0.76,0.71,1.95,4653.0,4.62,",",0.013140728,0.013140728,0.013140728,0.013140728,1226.0232,1507.5426,Terran,K,19.439607,19 26 22.5852,+48 26 44.2104,1.2423173,0.26798189,0.36489547,0,0,Hot,0,0.28188602,Cygnus,Cyg,Swan
Kepler-809 b,3.0,,3.01549,2016,55.63934,,,Transit,Kepler-809,289.08364,48.018131,14755,933.0,0.04,0.99,0.98,4.37,5734.0,4.45,",",0.28421214,0.28421214,0.28421214,0.28421214,11.515593,469.31722,Neptunian,G,19.272244,19 16 20.0779,+48 01 05.2716,2.6040514,1.8747045,0.45587958,0,0,Hot,0,0.30794964,Cygnus,Cyg,Swan
Kepler-81 b,3.0,,2.42136,2012,5955,,,Transit,Kepler-81,293.63695,42.82497,15019,351.79,,,0.59,,4500.0,4.7,",",,,,,,,Superterran,M,19.575798,19 34 32.8717,+42 49 29.8920,0.96557305,,,0,0,,0,,Cygnus,Cyg,Swan
Kepler-81 c,3.0,,2.36531,2012,12.04,,,Transit,Kepler-81,293.63695,42.82497,15019,351.79,,,0.59,,4500.0,4.7,",",,,,,,,Superterran,M,19.575798,19 34 32.8717,+42 49 29.8920,0.96557305,,,0,0,,0,,Cygnus,Cyg,Swan
Kepler-81 d,3.0,,1.21068,2014,20.837846,128,364,Transit,Kepler-81,293.63695,42.82497,15019,351.79,,,0.59,,4500.0,4.7,",",128,128,128,128,7.8058964,425.84407,Terran,M,19.575798,19 34 32.8717,+42 49 29.8920,0.96557305,,,0,0,Hot,0,0.44935269,Cygnus,Cyg,Swan
Kepler-810 b,3.0,,1.92812,2016,4.5972539,,,Transit,Kepler-810,296.61486,48.082645,15803,1554.0,0.1,1.03,1.04,4.17,5803.0,4.42,",",0.054632904,0.054632904,0.054632904,0.054632905,368.17733,1115.9871,Superterran,G,19.774325,19 46 27.5699,+48 04 57.5220,2.8303919,2.1386956,0.4583458,0,0,Hot,0,0.26187296,Cygnus,Cyg,Swan
Kepler-811 b,3.0,,2.70161,2016,23.584477,,,Transit,Kepler-811,285.42427,47.834614,13971,847.0,0.05,1.01,1.24,7.94,5747.0,4.25,",",0.16144857,0.16144857,0.16144857,0.16144857,57.653865,702.02409,Neptunian,G,19.028286,19 01 41.8291,+47 50 04.6104,3.3098794,1.9298686,0.50695419,0,0,Hot,0,0.24359896,Draco,Dra,Dragon
Kepler-812 b,3.0,,3.55357,2016,10.117165,,,Transit,Kepler-812,288.85529,48.208538,13832,1482.0,0.02,1.45,1.71,1.66,6761.0,4.13,",",0.10359484,0.10359484,0.10359484,0.10359484,510.09182,1210757,Neptunian,F,19.25702,19 15 25.2732,+48 12 30.7368,6.3172211,12.429116,0.44058751,0,0,Hot,0,0.19170928,Cygnus,Cyg,Swan
Kepler-813 b,3.0,,2.14111,2016,19.129473,,,Transit,Kepler-813,285.66269,48.435371,14569,840.0,-0.13,0.95,0.93,3.98,5743.0,4.48,",",0.1375792,0.1375792,0.1375792,0.1375792,44.535287,658.14407,Superterran,G,19.044181,19 02 39.0501,+48 26 07.3356,2.4789552,1.8779212,0.44270377,0,0,Hot,0,0.27679213,Draco,Dra,Dragon
Kepler-814 b,3.0,,2.11869,2016,6.1469851,,,Transit,Kepler-814,284.91049,48.431644,14706,1327.0,0.01,1.15,1.22,3.02,6162.0,4.33,",",0.068788675,0.068788675,0.068788675,0.068788677,406.31345,1143.8266,Superterran,F,18.994033,18 59 38.5202,+48 25 53.9184,3.7437886,4.1111077,0.45060078,0,0,Hot,0,0.25204513,Draco,Dra,Dragon
Kepler-815 b,3.0,,4.11407,2016,8.5750355,,,Transit,Kepler-815,285.22111,47.881382,13242,1199.0,-0.03,1.25,3.42,4.9,5028.0,3.46,",",0.088301927,0.088301927,0.088301927,0.088301929,858.97707,1379.2415,Neptunian,K,19.014742,19 00 53.0700,+47 52 52.9752,6.987547,0.60246499,0.50222022,0,0,Hot,0,0.17351947,Draco,Dra,Dragon
Kepler-816 b,3.0,,10.24594,2016,10.506826,,,Transit,Kepler-816,293.36284,39.212452,15.95,1059.0,0.16,0.9,0.85,4.17,5286.0,4.54,",",0.090622926,0.090622926,0.090622926,0.090622928,61.54021,713.56683,Jovian,K,19.557524,19 33 27.0858,+39 12 44.8272,1.91947,0.84115187,0.43818921,0,0,Hot,0,0.10194443,Cygnus,Cyg,Swan
Kepler-817 b,3.0,,9.03526,2016,3.9901062,,,Transit,Kepler-817,296.08186,39.161617,15572,1401.0,0.02,1.03,1.03,3.55,5861.0,4.42,",",0.049710134,0.049710134,0.049710134,0.049710135,453.89993,1175.9394,Jovian,G,19.738791,19 44 19.6491,+39 09 41.8212,2.8594912,2.3627829,0.44621275,0,0,Hot,0,0.096575686,Cygnus,Cyg,Swan
Kepler-818 b,3.0,,5.11176,2016,10.035386,,,Transit,Kepler-818,296.2351,39.370343,15062,967.0,-0.08,0.94,0.92,3.98,5638.0,4.49,",",0.08917468,0.08917468,0.08917468,0.089174682,96.3566,798.20653,Neptunian,G,19.749008,19 44 56.4289,+39 22 13.2348,2.3634481,1.5624389,0.44114494,0,0,Hot,0,0.15977841,Cygnus,Cyg,Swan
Kepler-819 b,3.0,,2.75766,2016,33.199565,,,Transit,Kepler-819,295.3708,39.177218,15.03,722.0,-0.06,0.86,0.81,4.47,5279.0,4.55,",",0.19220469,0.19220469,0.19220469,0.19220469,12.357692,477.67141,Neptunian,K,19.691387,19 41 28.9950,+39 10 37.9848,1.8243008,0.81859716,0.43662531,0,0,Hot,0,0.31379349,Cygnus,Cyg,Swan
Kepler-82 b,3.0,12.150565,4.06923,2012,26.44,0.1683,181,Transit,Kepler-82,292.87339,42.966137,15158,927.97,,0.91,0.9,,,,",",0.16830092,0.16774461,0.16885539,0.16830023,,,Neptunian,,19.524894,19 31 29.6173,+42 57 58.0932,,,0.44705908,0,0,,0,,Cygnus,Cyg,Swan
Kepler-82 c,3.0,13.898619,5.33596,2012,51.54,0.2626,283,Transit,Kepler-82,292.87339,42.966137,15158,927.97,,0.91,0.9,,,,",",0.26260643,0.2607618,0.2644382,0.26260164,,,Neptunian,,19.524894,19 31 29.6173,+42 57 58.0932,,,0.44705908,0,0,,0,,Cygnus,Cyg,Swan
Kepler-82 d,3.0,,1.77118,2014,2.382961,34,0.0366,Transit,Kepler-82,292.87339,42.966137,15158,927.97,,0.91,0.9,,,,",",34,34,34,0.034000001,,,Superterran,,19.524894,19 31 29.6173,+42 57 58.0932,,,0.44705908,0,0,,0,,Cygnus,Cyg,Swan
Kepler-82 e,3.0,,2.4662,2014,5.902206,63,0.0679,Transit,Kepler-82,292.87339,42.966137,15158,927.97,,0.91,0.9,,,,",",63,63,63,0.063000002,,,Superterran,,19.524894,19 31 29.6173,+42 57 58.0932,,,0.44705908,0,0,,0,,Cygnus,Cyg,Swan
Kepler-82 f,3.0,20.900369,,2019,75732,0.3395,366,Transit Timing Variations,Kepler-82,292.87339,42.966137,15158,927.97,,0.91,0.9,,,,",",0.33950033,0.3390247,0.3399753,0.33950011,,,Neptunian,,19.524894,19 31 29.6173,+42 57 58.0932,,,0.44705908,0,0,,0,,Cygnus,Cyg,Swan
Kepler-820 b,3.0,,6.08703,2016,127.83381,,,Transit,Kepler-820,291.02015,39.220678,13968,989.0,0.09,1.23,1.36,2.63,6260.0,4.25,",",0.53199609,0.53199609,0.53199609,0.5319961,8.9918057,441.17068,Jovian,F,19.401344,19 24 04.8384,+39 13 14.4408,4.3072063,4.9752416,0.45031785,0,0,Hot,0,0.24007689,Lyra,Lyr,Lyre
Kepler-821 b,3.0,,1.31157,2016,1.9227987,,,Transit,Kepler-821,285.61744,39.37953,14829,619.0,-0.03,0.84,0.8,4.79,5191.0,4.56,",",0.028546872,0.028546872,0.028546872,0.028546872,510.92328,1211.2501,Terran,K,19.041163,19 02 28.1885,+39 22 46.3080,1.7422085,0.69824119,0.43823513,0,0,Hot,0,0.28923663,Lyra,Lyr,Lyre
Kepler-822 b,3.0,,1.77118,2016,3.2229693,,,Transit,Kepler-822,292.27612,39.550179,14609,956.0,0.04,1.06,1.08,3.55,5928.0,4.4,",",0.04352936,0.04352936,0.04352936,0.043529361,681.0898,1301.5055,Superterran,G,19.485076,19 29 06.2720,+39 33 00.6444,3.0672434,2.6765165,0.45050352,0,0,Hot,0,0.26802076,Cygnus,Cyg,Swan
Kepler-823 b,3.0,,1.5694,2016,4.1680908,,,Transit,Kepler-823,284.58258,39.220204,14801,896.0,0.06,0.98,0.96,4.47,5643.0,4.47,",",0.050335729,0.050335729,0.050335729,0.05033573,330.45977,1086.2369,Superterran,G,18.972173,18 58 19.8220,+39 13 12.7344,2.4705829,1.5979618,0.45605594,0,0,Hot,0,0.27990323,Lyra,Lyr,Lyre
Kepler-824 b,3.0,,1.87207,2016,4.5143663,,,Transit,Kepler-824,290.47741,39.732009,14946,1352.0,0.14,1.15,1.22,3.31,6035.0,4.32,",",0.055993812,0.055993812,0.055993812,0.055993813,564.20553,1241.6644,Superterran,F,19.365162,19 21 54.5825,+39 43 55.2324,3.5910585,3.3052315,0.4575397,0,0,Hot,0,0.26340936,Lyra,Lyr,Lyre
Kepler-825 b,3.0,,1.52456,2016,3.7736006,,,Transit,Kepler-825,294.76991,39.398514,14207,820.0,-0.08,1.03,1.08,3.55,5976.0,4.39,",",0.047895265,0.047895265,0.047895265,0.047895266,581.02304,1250.8155,Superterran,G,19.651328,19 39 04.7816,+39 23 54.6504,3.1171165,2.8789053,0.44621275,0,0,Hot,0,0.28016917,Cygnus,Cyg,Swan
Kepler-825 c,3.0,,1.83844,2016,8.1818246,,,Transit,Kepler-825,294.76991,39.398514,14207,820.0,-0.08,1.03,1.08,3.55,5976.0,4.39,",",0.080233439,0.080233439,0.080233439,0.080233441,207.0464,966.41093,Superterran,G,19.651328,19 39 04.7816,+39 23 54.6504,3.1171165,2.8789053,0.44621275,0,0,Hot,0,0.269206,Cygnus,Cyg,Swan
Kepler-826 b,3.0,,1.25552,2016,4.4875891,,,Transit,Kepler-826,284.86014,39.240548,13446,649.0,-0.12,1.05,1.15,4.37,6079.0,4.34,",",0.054106325,0.054106325,0.054106325,0.054106327,552.73482,1235.3048,Terran,F,18.990677,18 59 26.4369,+39 14 25.9728,3.434553,3.4582912,0.46490924,0,0,Hot,0,0.29090791,Lyra,Lyr,Lyre
Kepler-827 b,3.0,,5.62742,2016,51.929276,,,Transit,Kepler-827,294.96605,42.708569,15897,1352.0,-0.06,0.93,0.91,4.37,5602.0,4.5,",",0.26583494,0.26583494,0.26583494,0.26583495,10.33998,456.85127,Neptunian,G,19.664404,19 39 51.8547,+42 42 30.8484,2.3079994,1.463506,0.44647731,0,0,Hot,0,0.23649263,Cygnus,Cyg,Swan
Kepler-828 b,3.0,,1.51335,2016,0.56785714,,,Transit,Kepler-828,286.88727,42.471256,15055,625.0,-0.02,0.81,0.77,4.57,5039.0,4.58,",",0.012507311,0.012507311,0.012507311,0.012507311,2189.3725,1742.7088,Superterran,K,19.125819,19 07 32.9496,+42 28 16.5216,1.5801108,0.53128895,0.42957521,0,0,Hot,0,0.27892705,Lyra,Lyr,Lyre
Kepler-829 b,3.0,,2.10748,2016,6.8833756,,,Transit,Kepler-829,282.33279,42.463825,14931,954.0,0.03,0.98,0.97,4.68,5698.0,4.46,",",0.070326536,0.070326536,0.070326536,0.070326538,179.67326,932.7511,Superterran,G,18.822187,18 49 19.8739,+42 27 49.7700,2.5452164,1.7563169,0.45955889,0,0,Hot,0,0.2566972,Lyra,Lyr,Lyre
Kepler-83 b,3.0,,2.82492,2012,9.77,,,Transit,Kepler-83,282.23253,43.665627,15777,405.01,,,0.59,,4648.0,4.72,",",,,,,,,Neptunian,M,18.815503,18 48 55.8095,+43 39 56.2572,1.0301307,,,0,0,,0,,Lyra,Lyr,Lyre
Kepler-83 c,3.0,,2.36531,2012,20.09,,,Transit,Kepler-83,282.23253,43.665627,15777,405.01,,,0.59,,4648.0,4.72,",",,,,,,,Superterran,M,18.815503,18 48 55.8095,+43 39 56.2572,1.0301307,,,0,0,,0,,Lyra,Lyr,Lyre
Kepler-83 d,3.0,,1.93933,2014,5.169796,51,126,Transit,Kepler-83,282.23253,43.665627,15777,405.01,,,0.59,,4648.0,4.72,",",51,51,51,0.051000001,55.965037,696.82562,Superterran,M,18.815503,18 48 55.8095,+43 39 56.2572,1.0301307,,,0,0,Hot,0,0.28127164,Lyra,Lyr,Lyre
Kepler-830 b,3.0,,1.70392,2016,11.296951,,,Transit,Kepler-830,295.05429,42.756847,14788,1122.0,-0.02,1.07,1.11,3.47,6037.0,4.38,",",0.10075772,0.10075772,0.10075772,0.10075772,144.43174,883.20308,Superterran,F,19.670287,19 40 13.0323,+42 45 24.6492,3.2694404,3.2378453,0.45020227,0,0,Hot,0,0.27873094,Cygnus,Cyg,Swan
Kepler-831 b,3.0,,1.26673,2016,5.6215394,,,Transit,Kepler-831,294.98549,42.727669,13687,577.0,0.02,0.99,0.97,4.17,5732.0,4.46,",",0.061653555,0.061653555,0.061653555,0.061653557,239.40906,1002.1438,Terran,G,19.6657,19 39 56.5215,+42 43 39.6084,2.5756817,1.8682741,0.45233401,0,0,Hot,0,0.29385642,Cygnus,Cyg,Swan
Kepler-832 b,3.0,,2.06264,2016,7.1396941,,,Transit,Kepler-832,295.92609,45.383862,15906,1346.0,-0.08,0.92,0.9,4.37,5596.0,4.5,",",0.070559999,0.070559999,0.070559999,0.070560001,142.94447,880.92056,Superterran,G,19.728407,19 43 42.2663,+45 23 01.9032,2.2777498,1.4432872,0.44487126,0,0,Hot,0,0.26081405,Cygnus,Cyg,Swan
Kepler-833 b,3.0,,2.0178,2016,18.7547,,,Transit,Kepler-833,290.47995,45.6007,15473,421.0,-0.18,0.64,0.62,3.72,4339.0,4.67,",",0.11902631,0.11902631,0.11902631,0.11902631,8.6167738,436.49682,Superterran,K,19.365331,19 21 55.1926,+45 36 02.5200,0.94336353,0.14755248,0.38374434,0,0,Hot,0,0.3912884,Cygnus,Cyg,Swan
Kepler-834 b,3.0,,2.0178,2016,13.323883,,,Transit,Kepler-834,287.05452,45.180374,15931,620.0,-0.13,0.7,0.66,2.69,4554.0,4.64,",",0.097640377,0.097640377,0.097640377,0.097640379,17.607177,521.87602,Superterran,K,19.136969,19 08 13.0874,+45 10 49.3464,1.1062113,0.21995537,0.37458429,0,0,Hot,0,0.32534071,Lyra,Lyr,Lyre
Kepler-835 b,3.0,,2.79129,2016,11.419094,,,Transit,Kepler-835,283.57423,45.734802,15965,2011.0,0.08,1.08,1.11,3.63,5954.0,4.38,",",0.10179784,0.10179784,0.10179784,0.10179784,133.87293,866.59884,Neptunian,G,18.90495,18 54 17.8195,+45 44 05.2872,3.1801583,2.8162744,0.45500607,0,0,Hot,0,0.22740858,Lyra,Lyr,Lyre
Kepler-836 b,3.0,,2.73524,2016,11.361123,,,Transit,Kepler-836,287.45278,45.704399,14.63,1003.0,-0.01,1.03,1.04,4.27,5895.0,4.41,",",0.099862588,0.099862588,0.099862588,0.09986259,117.3505,838.52524,Neptunian,G,19.16352,19 09 48.6703,+45 42 15.8364,2.9208486,2.5049083,0.46015968,0,0,Hot,0,0.23113628,Lyra,Lyr,Lyre
Kepler-837 b,3.0,,2.55588,2016,16.560595,,,Transit,Kepler-837,285.24667,45.950195,15198,846.0,-0.18,0.85,0.81,3.98,5403.0,4.56,",",0.12042033,0.12042033,0.12042033,0.12042034,34.54609,617.65311,Neptunian,G,19.016446,19 00 59.2044,+45 57 00.7020,1.9110104,1.0090105,0.42659097,0,0,Hot,0,0.26444344,Lyra,Lyr,Lyre
Kepler-838 b,3.0,,2.73524,2016,15.74958,,,Transit,Kepler-838,285.43551,45.976021,15.3,1210.0,-0.06,0.98,0.96,4.17,5770.0,4.46,",",0.12211366,0.12211366,0.12211366,0.12211366,61.377033,713.09334,Neptunian,G,19.029035,19 01 44.5265,+45 58 33.6756,2.5830389,1.9875743,0.45080585,0,0,Hot,0,0.2408172,Lyra,Lyr,Lyre
Kepler-839 b,3.0,,2.56709,2016,37.814451,,,Transit,Kepler-839,291.07468,45.242584,13601,833.0,0.29,1.22,1.31,2.82,6058.0,4.29,",",0.23554183,0.23554183,0.23554183,0.23554184,37.326065,629.72069,Neptunian,F,19.404979,19 24 17.9259,+45 14 33.3024,3.8854196,3.5068451,0.45434557,0,0,Hot,0,0.26129959,Cygnus,Cyg,Swan
Kepler-84 b,3.0,,2.23079,2012,8726,,,Transit,Kepler-84,298.25205,40.496077,14764,1443.27,,,1.17,,6031.0,4.32,",",,,,,,,Superterran,F,19.883471,19 53 00.4955,+40 29 45.8772,3.4393202,,,0,0,,0,,Cygnus,Cyg,Swan
Kepler-84 c,3.0,,2.36531,2012,12883,,,Transit,Kepler-84,298.25205,40.496077,14764,1443.27,,,1.17,,6031.0,4.32,",",,,,,,,Superterran,F,19.883471,19 53 00.4955,+40 29 45.8772,3.4393202,,,0,0,,0,,Cygnus,Cyg,Swan
Kepler-84 d,3.0,,1.37883,2014,4.224537,52,36,Transit,Kepler-84,298.25205,40.496077,14764,1443.27,,,1.17,,6031.0,4.32,",",52,52,52,0.052000001,600.08255,1260.9494,Terran,F,19.883471,19 53 00.4955,+40 29 45.8772,3.4393202,,,0,0,Hot,0,0.2863064,Cygnus,Cyg,Swan
Kepler-84 e,3.0,,2.60072,2014,27.434389,181,125,Transit,Kepler-84,298.25205,40.496077,14764,1443.27,,,1.17,,6031.0,4.32,",",181,181,181,181,49.529111,675.86513,Neptunian,F,19.883471,19 53 00.4955,+40 29 45.8772,3.4393202,,,0,0,Hot,0,0.25165718,Cygnus,Cyg,Swan
Kepler-84 f,3.0,,2.19716,2014,44.552169,0.25,173,Transit,Kepler-84,298.25205,40.496077,14764,1443.27,,,1.17,,6031.0,4.32,",",0.25,0.25,0.25,0.25000001,25.961971,575.08141,Superterran,F,19.883471,19 53 00.4955,+40 29 45.8772,3.4393202,,,0,0,Hot,0,0.29382925,Cygnus,Cyg,Swan
Kepler-840 b,3.0,,17.07283,2016,2.4957796,,,Transit,Kepler-840,296.50739,49.457291,14152,778.0,0.0,1.04,1.06,3.89,5920.0,4.41,",",0.036474679,0.036474679,0.036474679,0.03647468,929.40336,1406.6821,Jovian,G,19.767161,19 46 01.7783,+49 27 26.2476,3.0023227,2.6232729,0.45452825,0,0,Hot,0,0.054847891,Cygnus,Cyg,Swan
Kepler-841 b,3.0,,5.23507,2016,124.41984,,,Transit,Kepler-841,284.25131,48.809612,15.74,1052.0,-0.09,0.85,0.81,4.47,5324.0,4.56,",",0.46192945,0.46192945,0.46192945,0.46192946,2.2133983,310.74905,Neptunian,G,18.950088,18 57 00.3170,+48 48 34.6032,1.8555352,0.88095225,0.43492636,0,0,Hot,0,0.45047988,Draco,Dra,Dragon
Kepler-842 b,3.0,,1.60303,2016,1.2195683,,,Transit,Kepler-842,292.32858,49.653538,15127,552.0,-0.02,0.78,0.73,4.37,4848.0,4.6,",",0.020559465,0.020559465,0.020559465,0.020559466,623.96636,1273.3131,Superterran,K,19.488573,19 29 18.8631,+49 39 12.7368,1.3866159,0.37788424,0.42105285,0,0,Hot,0,0.27637083,Cygnus,Cyg,Swan
Kepler-843 b,3.0,,2.58951,2016,2.0538798,,,Transit,Kepler-843,296.32199,48.971478,15269,1247.0,0.05,1.02,1.03,4.17,5830.0,4.42,",",0.031824356,0.031824356,0.031824356,0.031824357,1084.2216,1461.9228,Neptunian,G,19.754801,19 45 17.2823,+48 58 17.3208,2.8293223,2.2329644,0.45685765,0,0,Hot,0,0.22785759,Cygnus,Cyg,Swan
Kepler-844 b,3.0,,1.6815,2016,2.6130209,,,Transit,Kepler-844,287.85773,48.774113,15.84,394.0,-0.24,0.59,0.57,3.8,4128.0,4.7,",",0.031133083,0.031133083,0.031133083,0.031133084,87.207301,778.54393,Superterran,K,19.190516,19 11 25.8586,+48 46 26.8068,0.78498675,0.099940069,0.37480563,0,0,Hot,0,0.28594189,Cygnus,Cyg,Swan
Kepler-845 b,3.0,,2.04022,2016,0.92785982,,,Transit,Kepler-845,290.95756,49.203812,14631,471.0,0.01,0.79,0.75,4.79,4913.0,4.59,",",0.017207066,0.017207066,0.017207066,0.017207066,991.70979,1429.6873,Superterran,K,19.397172,19 23 49.8192,+49 12 13.7232,1.4630625,0.42432694,0.42936152,0,0,Hot,0,0.25399624,Cygnus,Cyg,Swan
Kepler-846 b,3.0,,2.47741,2016,19.807922,,,Transit,Kepler-846,287.05702,49.046021,15.65,1233.0,0.0,0.94,0.91,4.37,5579.0,4.5,",",0.14031738,0.14031738,0.14031738,0.14031738,36.506816,626.23653,Superterran,G,19.137135,19 08 13.6874,+49 02 45.6756,2.2890865,1.411829,0.44807189,0,0,Hot,0,0.2662761,Draco,Dra,Dragon
